"Cond","Chain","Gen","Item","Shape","Colour","Border","Code","Word","RatedSpikiness","Cond2","ResultsFolder","ResultsFolderAlt"
"Communication",2,6,"RoundBlueThick","Redondo","Azul","Grueso",268,"falucito",3,"Communication 2 6","./MT_FINAL4G6_bis08-05-09-23-04","./MT_FINAL4G6_bis08-05-09-23-04"
"Communication",3,1,"SpikyRed","Picudo","Rojo","Fino",147,"romiba",3.2,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"SpikyGreen","Picudo","Verde","Fino",157,"romive",3.8125,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"SpikyBlue","Picudo","Azul","Fino",167,"romiaz",3.866666667,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"SpikyRedThick","Picudo","Rojo","Grueso",148,"romibaa",2.8,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"SpikyGreenThick","Picudo","Verde","Grueso",158,"nezuve",4.3125,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"SpikyBlueThick","Picudo","Azul","Grueso",168,"neruzeje",5.2,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"RoundRed","Redondo","Rojo","Fino",247,"romiba",3.2,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"RoundGreen","Redondo","Verde","Fino",257,"romiva",4.066666667,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"RoundBlue","Redondo","Azul","Fino",267,"neru",3.857142857,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"RoundRedThick","Redondo","Rojo","Grueso",248,"romiba",3.2,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"RoundGreenThick","Redondo","Verde","Grueso",258,"romive",3.8125,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,1,"RoundBlueThick","Redondo","Azul","Grueso",268,"neruzejee",5.8,"Communication 3 1","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_2_20-02-11-01-53"
"Communication",3,2,"SpikyRed","Picudo","Rojo","Fino",147,"romiba",3.2,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"SpikyGreen","Picudo","Verde","Fino",157,"romiaz",3.866666667,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"SpikyBlue","Picudo","Azul","Fino",167,"neruzeje",5.2,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"SpikyRedThick","Picudo","Rojo","Grueso",148,"romibaa",2.8,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"SpikyGreenThick","Picudo","Verde","Grueso",158,"romive",3.8125,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"SpikyBlueThick","Picudo","Azul","Grueso",168,"neruzeje",5.2,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"RoundRed","Redondo","Rojo","Fino",247,"romiba",3.2,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"RoundGreen","Redondo","Verde","Fino",257,"romive",3.8125,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"RoundBlue","Redondo","Azul","Fino",267,"neru",3.857142857,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"RoundRedThick","Redondo","Rojo","Grueso",248,"romiva",4.066666667,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"RoundGreenThick","Redondo","Verde","Grueso",258,"romive",3.8125,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,2,"RoundBlueThick","Redondo","Azul","Grueso",268,"neruzejee",5.8,"Communication 3 2","./MT_Exp_Comm_5_2_20-02-11-01-53","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"SpikyRed","Picudo","Rojo","Fino",147,"romiva",4.066666667,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"SpikyGreen","Picudo","Verde","Fino",157,"romive",3.8125,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"SpikyBlue","Picudo","Azul","Fino",167,"neruzeje",5.2,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"SpikyRedThick","Picudo","Rojo","Grueso",148,"romiva",4.066666667,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"SpikyGreenThick","Picudo","Verde","Grueso",158,"romive",3.8125,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"SpikyBlueThick","Picudo","Azul","Grueso",168,"neruzeje",5.2,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"RoundRed","Redondo","Rojo","Fino",247,"romiba",3.2,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"RoundGreen","Redondo","Verde","Fino",257,"romive",3.8125,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"RoundBlue","Redondo","Azul","Fino",267,"neru",3.857142857,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"RoundRedThick","Redondo","Rojo","Grueso",248,"romiba",3.2,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"RoundGreenThick","Redondo","Verde","Grueso",258,"romive",3.8125,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,3,"RoundBlueThick","Redondo","Azul","Grueso",268,"neruzejee",5.8,"Communication 3 3","./MT_Exp_Comm_5_3_20-02-14-21-39","./MT_Exp_Comm_5_3_20-02-14-21-39"
"Communication",3,4,"SpikyRed","Picudo","Rojo","Fino",147,"rremuva",3.466666667,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"SpikyGreen","Picudo","Verde","Fino",157,"remuvec",4.866666667,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"SpikyBlue","Picudo","Azul","Fino",167,"neruzeje",5.2,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"SpikyRedThick","Picudo","Rojo","Grueso",148,"remuva",3.533333333,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"SpikyGreenThick","Picudo","Verde","Grueso",158,"remuve",3.066666667,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"SpikyBlueThick","Picudo","Azul","Grueso",168,"neruzeje",5.2,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"RoundRed","Redondo","Rojo","Fino",247,"remuuba",2.333333333,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"RoundGreen","Redondo","Verde","Fino",257,"remuba",2.466666667,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"RoundBlue","Redondo","Azul","Fino",267,"neruseje",4.375,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"RoundRedThick","Redondo","Rojo","Grueso",248,"remuba",2.466666667,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"RoundGreenThick","Redondo","Verde","Grueso",258,"romibe",2.875,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,4,"RoundBlueThick","Redondo","Azul","Grueso",268,"neruzejee",5.8,"Communication 3 4","./MT_Exp_Comm_5_4_20-02-15-09-27","./MT_Exp_Comm_5_4_20-02-15-09-27"
"Communication",3,5,"SpikyRed","Picudo","Rojo","Fino",147,"remuba",2.466666667,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"SpikyGreen","Picudo","Verde","Fino",157,"remuve",3.066666667,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"SpikyBlue","Picudo","Azul","Fino",167,"remuva",3.533333333,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"SpikyRedThick","Picudo","Rojo","Grueso",148,"remuvaa",3.375,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"SpikyGreenThick","Picudo","Verde","Grueso",158,"remuve",3.066666667,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"SpikyBlueThick","Picudo","Azul","Grueso",168,"zureje",5.733333333,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"RoundRed","Redondo","Rojo","Fino",247,"remuba",2.466666667,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"RoundGreen","Redondo","Verde","Fino",257,"remuvee",3.266666667,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"RoundBlue","Redondo","Azul","Fino",267,"zueje",5.6875,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"RoundRedThick","Redondo","Rojo","Grueso",248,"remuba",2.466666667,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"RoundGreenThick","Redondo","Verde","Grueso",258,"remuvee",3.266666667,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,5,"RoundBlueThick","Redondo","Azul","Grueso",268,"zureje",5.733333333,"Communication 3 5","./MT_Exp_Comm_5_5_20-02-15-49-23","./MT_Exp_Comm_5_5_20-02-15-49-23"
"Communication",3,6,"SpikyRed","Picudo","Rojo","Fino",147,"remuva",3.533333333,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"SpikyGreen","Picudo","Verde","Fino",157,"vremuvaa",3.266666667,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"SpikyBlue","Picudo","Azul","Fino",167,"zureje",5.733333333,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"SpikyRedThick","Picudo","Rojo","Grueso",148,"remuvaa",3.375,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"SpikyGreenThick","Picudo","Verde","Grueso",158,"vremuvaa",3.266666667,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"SpikyBlueThick","Picudo","Azul","Grueso",168,"zureje",5.733333333,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"RoundRed","Redondo","Rojo","Fino",247,"remuba",2.466666667,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"RoundGreen","Redondo","Verde","Fino",257,"vremuba",3.9375,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"RoundBlue","Redondo","Azul","Fino",267,"zueje",5.6875,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"RoundRedThick","Redondo","Rojo","Grueso",248,"remuba",2.466666667,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"RoundGreenThick","Redondo","Verde","Grueso",258,"vremuvaa",3.266666667,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Communication",3,6,"RoundBlueThick","Redondo","Azul","Grueso",268,"zueje",5.6875,"Communication 3 6","./MT_Exp_Comm_5_6_20-02-17-46-17","./MT_Exp_Comm_5_6_20-02-17-46-17"
"Learn",4,1,"SpikyRed","Picudo","Rojo","Fino",147,"tukebona",5.4,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"SpikyGreen","Picudo","Verde","Fino",157,"pilu",3.9375,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"SpikyBlue","Picudo","Azul","Fino",167,"kipe",5.6875,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"SpikyRedThick","Picudo","Rojo","Grueso",148,"quemusije",5.133333333,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"SpikyGreenThick","Picudo","Verde","Grueso",158,"romiba",3.2,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"SpikyBlueThick","Picudo","Azul","Grueso",168,"doze",3.6875,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"RoundRed","Redondo","Rojo","Fino",247,"zisa",5.4,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"RoundGreen","Redondo","Verde","Fino",257,"neroro",3.333333333,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"RoundBlue","Redondo","Azul","Fino",267,"kipe",5.6875,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"RoundRedThick","Redondo","Rojo","Grueso",248,"faludelu",2.875,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"RoundGreenThick","Redondo","Verde","Grueso",258,"romiba",3.2,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,1,"RoundBlueThick","Redondo","Azul","Grueso",268,"kopo",4.3125,"Learn 4 1","./MT_Exp_Learn_1_1_06-02-09-02-00","./MT_Exp_Learn_1_1_06-02-09-02-00"
"Learn",4,2,"SpikyRed","Picudo","Rojo","Fino",147,"tuquebona",3.8,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"SpikyGreen","Picudo","Verde","Fino",157,"lea",2.333333333,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"SpikyBlue","Picudo","Azul","Fino",167,"kipe",5.6875,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"SpikyRedThick","Picudo","Rojo","Grueso",148,"quemusije",5.133333333,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"SpikyGreenThick","Picudo","Verde","Grueso",158,"remuru",3.333333333,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"SpikyBlueThick","Picudo","Azul","Grueso",168,"kipe",5.6875,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"RoundRed","Redondo","Rojo","Fino",247,"romiba",3.2,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"RoundGreen","Redondo","Verde","Fino",257,"neruru",2.8,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"RoundBlue","Redondo","Azul","Fino",267,"doze",3.6875,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"RoundRedThick","Redondo","Rojo","Grueso",248,"faludelu",2.875,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"RoundGreenThick","Redondo","Verde","Grueso",258,"paludelu",3.4,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,2,"RoundBlueThick","Redondo","Azul","Grueso",268,"kipe",5.6875,"Learn 4 2","./MT_Exp_Learn_1_2_06-02-09-50-14","./MT_Exp_Learn_1_2_06-02-09-50-14"
"Learn",4,3,"SpikyRed","Picudo","Rojo","Fino",147,"quemusije",5.133333333,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"SpikyGreen","Picudo","Verde","Fino",157,"lea",2.333333333,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"SpikyBlue","Picudo","Azul","Fino",167,"kipe",5.6875,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"SpikyRedThick","Picudo","Rojo","Grueso",148,"faludelu",2.875,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"SpikyGreenThick","Picudo","Verde","Grueso",158,"romiba",3.2,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"SpikyBlueThick","Picudo","Azul","Grueso",168,"neruru",2.8,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"RoundRed","Redondo","Rojo","Fino",247,"faludelu",2.875,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"RoundGreen","Redondo","Verde","Fino",257,"quemusije",5.133333333,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"RoundBlue","Redondo","Azul","Fino",267,"doze",3.6875,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"RoundRedThick","Redondo","Rojo","Grueso",248,"romiba",3.2,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"RoundGreenThick","Redondo","Verde","Grueso",258,"faludelu",2.875,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,3,"RoundBlueThick","Redondo","Azul","Grueso",268,"neruru",2.8,"Learn 4 3","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_4_06-02-11-13-26"
"Learn",4,4,"SpikyRed","Picudo","Rojo","Fino",147,"quemusije",5.133333333,"Learn 4 4","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_5_06-02-12-09-29"
"Learn",4,4,"SpikyGreen","Picudo","Verde","Fino",157,"lea",2.333333333,"Learn 4 4","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_5_06-02-12-09-29"
"Learn",4,4,"SpikyBlue","Picudo","Azul","Fino",167,"kipe",5.6875,"Learn 4 4","./MT_Exp_Learn_1_4_06-02-11-13-26","./MT_Exp_Learn_1_5_06-02-12-09-29"
